family,species,category,invasiveness,growth_type,topography
Urticaceae,Boehmeria pannosa,native,N,herbaceous,valley_flatland
Poaceae,Pennisetum alopecuroides,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum senticosum,native,N,herbaceous,valley_flatland
Cyperaceae,Cyperus amuricus,native,N,herbaceous,valley_flatland
Asteraceae,Artemisia japonica,native,N,herbaceous,valley_flatland
Poaceae,Spodiopogon cotulifer,native,N,herbaceous,valley_flatland
Asteraceae,Ambrosia artemisiifolia,exotic,Y,herbaceous,valley_flatland
Fabaceae,Aeschynomene indica,native,N,herbaceous,valley_flatland
Asteraceae,Aster tataricus,native,N,herbaceous,valley_flatland
Fabaceae,Lespedeza cuneata,native,N,herbaceous,valley_flatland
Hyacinthaceae,Scilla scilloides,native,N,herbaceous,valley_flatland
Geraniaceae,Geranium sibiricum,native,N,herbaceous,valley_flatland
Convolvulaceae,Pharbitis nil,exotic,N,herbaceous,valley_flatland
Dioscoreaceae,Dioscorea quinqueloba,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris varia,native,N,herbaceous,valley_flatland
Orchidaceae,Calanthe discolor,native,N,herbaceous,valley_flatland
Dryopteridaceae,Cyrtomium falcatum,native,N,herbaceous,valley_flatland
Dryopteridaceae,Polystichum lepidocaulon,native,N,herbaceous,valley_flatland
Polypodiaceae,Lemmaphyllum microphyllum,native,N,herbaceous,valley_flatland
Fabaceae,Rhynchosia volubilis,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris uniformis,native,N,herbaceous,valley_flatland
Dryopteridaceae,Cyrtomium fortunei,native,N,herbaceous,valley_flatland
Commelinaceae,Pollia japonica,native,N,herbaceous,valley_flatland
Dryopteridaceae,Arachniodes amabilis,native,N,herbaceous,valley_flatland
Fabaceae,Rhynchosia volubilis,native,N,herbaceous,valley_flatland
Cucurbitaceae,Gynostemma pentaphyllum,native,N,herbaceous,valley_flatland
Pteridaceae,Pteris multifida,native,N,herbaceous,valley_flatland
Ophioglossaceae,Botrychium ternatum,native,NA,herbaceous,valley_flatland
Onocleaceae,Pentarhizidium orientale,native,N,herbaceous,valley_flatland
Asteraceae,Farfugium japonicum,native,N,herbaceous,upper_slope
Asteraceae,Carduus crispus,exotic,N,herbaceous,lower_slope
Fabaceae,Rhynchosia volubilis,native,N,herbaceous,upper_slope
Davalliaceae,Davallia mariesii,native,N,herbaceous,upper_slope
Cyperaceae,Carex fernaldiana,native,N,herbaceous,upper_slope
Lamiaceae,Scutellaria strigillosa,native,N,herbaceous,upper_slope
Asteraceae,Crepidiastrum chelidoniifolium,native,N,herbaceous,lower_slope
Lamiaceae,Scutellaria strigillosa,native,N,herbaceous,lower_slope
Asteraceae,Crepidiastrum chelidoniifolium,native,N,herbaceous,upper_slope
Cyperaceae,Carex lenta,native,N,herbaceous,upper_slope
Apiaceae,Angelica cartilaginomarginata,native,N,herbaceous,upper_slope
Violaceae,Viola selkirkii,native,N,herbaceous,lower_slope
Apiaceae,Angelica cartilaginomarginata,native,N,herbaceous,lower_slope
Rosaceae,Filipendula glaberrima,native,N,herbaceous,upper_slope
Caryophyllaceae,Dianthus chinensis,native,N,herbaceous,upper_slope
Commelinaceae,Murdannia keisak,native,N,herbaceous,upper_slope
Violaceae,Viola albida,native,N,herbaceous,upper_slope
Cyperaceae,Carex alterniflora,native,N,herbaceous,upper_slope
Apiaceae,Sanicula chinensis,native,N,herbaceous,upper_slope
Asteraceae,Saussurea tanakae,native,N,herbaceous,upper_slope
Primulaceae,Lysimachia barystachys,native,N,herbaceous,valley_flatland
Asteraceae,Syneilesis palmata,native,N,herbaceous,valley_flatland
Violaceae,Viola selkirkii,native,N,herbaceous,valley_flatland
Apiaceae,Sanicula chinensis,native,N,herbaceous,ridge_summit
Asteraceae,Serratula coronata subsp. insularis,native,N,herbaceous,ridge_summit
Caryophyllaceae,Pseudostellaria palibiniana,native,N,herbaceous,ridge_summit
Asteraceae,Synurus deltoides,native,N,herbaceous,ridge_summit
Fabaceae,Vicia unijuga,native,NA,herbaceous,ridge_summit
Gentianaceae,Swertia scabra,native,N,herbaceous,ridge_summit
Woodsiaceae,Woodsia polystichoides,native,N,herbaceous,upper_slope
Valerianaceae,Valeriana fauriei,native,N,herbaceous,upper_slope
Scrophulariaceae,Melampyrum roseum,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum perfoliatum,native,N,herbaceous,ridge_summit
Lamiaceae,Isodon japonicus,native,N,herbaceous,ridge_summit
Cyperaceae,Carex curaica,native,N,herbaceous,ridge_summit
Hyacinthaceae,Scilla scilloides,native,N,herbaceous,ridge_summit
Violaceae,Viola japonica,native,N,herbaceous,lower_slope
Asteraceae,Ixeridium dentatum,native,N,herbaceous,lower_slope
Polygonaceae,Polygonum perfoliatum,native,N,herbaceous,lower_slope
Liliaceae,Allium thunbergii,native,N,herbaceous,lower_slope
Asteraceae,Erechtites hieraciifolius,exotic,N,herbaceous,lower_slope
Poaceae,Arthraxon hispidus,native,N,herbaceous,lower_slope
Liliaceae,Asparagus cochinchinensis,native,N,herbaceous,lower_slope
Dryopteridaceae,Polystichum braunii,native,N,herbaceous,lower_slope
Thelypteridaceae,Thelypteris japonica var. glabrata,native,N,herbaceous,lower_slope
Thelypteridaceae,Phegopteris connectilis,native,N,herbaceous,valley_flatland
Brassicaceae,Cardamine flexuosa,native,N,herbaceous,valley_flatland
Dryopteridaceae,Polystichum ovato-paleaceum var. coraiense,native,N,herbaceous,valley_flatland
Athyriaceae,Athyrium sinense,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris chinensis,native,N,herbaceous,ridge_summit
Thelypteridaceae,Phegopteris connectilis,native,N,herbaceous,lower_slope
Caryophyllaceae,Stellaria alsine var. undulata,native,N,herbaceous,lower_slope
Campanulaceae,Adenophora polyantha,native,N,herbaceous,lower_slope
Selaginellaceae,Selaginella involvens,native,N,herbaceous,lower_slope
Rosaceae,Sanguisorba hakusanensis,native,N,herbaceous,lower_slope
Asteraceae,Serratula coronata subsp. insularis,native,N,herbaceous,lower_slope
Cyperaceae,Carex aphanolepis,native,N,herbaceous,upper_slope
Apiaceae,Angelica polymorpha,native,N,herbaceous,lower_slope
Selaginellaceae,Selaginella involvens,native,N,herbaceous,upper_slope
Asteraceae,Lactuca raddeana,native,N,herbaceous,valley_flatland
Lamiaceae,Agastache rugosa,native,N,herbaceous,valley_flatland
Rubiaceae,Asperula odorata,native,N,herbaceous,upper_slope
Liliaceae,Asparagus cochinchinensis,native,N,herbaceous,ridge_summit
Asteraceae,Lactuca raddeana,native,N,herbaceous,ridge_summit
Rubiaceae,Galium kinuta,native,N,herbaceous,lower_slope
Asteraceae,Taraxacum platycarpum,native,N,herbaceous,valley_flatland
Poaceae,Festuca ovina,native,N,herbaceous,valley_flatland
Brassicaceae,Cardamine amariformis,native,N,herbaceous,upper_slope
Pyrolaceae,Chimaphila japonica,native,N,herbaceous,ridge_summit
Asteraceae,Coreopsis alternifolia,exotic,N,herbaceous,lower_slope
Ophioglossaceae,Botrychium robustum,native,N,herbaceous,upper_slope
Brassicaceae,Cardamine komarovii,native,N,herbaceous,upper_slope
Juncaceae,Juncus effusus var. decipiens,native,N,herbaceous,valley_flatland
Thelypteridaceae,Thelypteris palustris,native,N,herbaceous,valley_flatland
Poaceae,Miscanthus sacchariflorus,native,N,herbaceous,lower_slope
Poaceae,Miscanthus sacchariflorus,native,N,herbaceous,upper_slope
Aizoaceae,Tetragonia tetragonoides,native,N,herbaceous,upper_slope
Liliaceae,Tulipa edulis,native,N,herbaceous,upper_slope
Davalliaceae,Davallia mariesii,native,N,herbaceous,ridge_summit
Convallariaceae,Smilacina japonica,native,N,herbaceous,ridge_summit
Ranunculaceae,Hepatica asiatica,native,N,herbaceous,ridge_summit
Cucurbitaceae,Trichosanthes kirilowii,native,N,herbaceous,upper_slope
Asteraceae,Conyza canadensis,exotic,N,herbaceous,ridge_summit
Asteraceae,Crassocephalum crepidioides,exotic,N,herbaceous,lower_slope
Rubiaceae,Galium trachyspermum,native,N,herbaceous,valley_flatland
Fabaceae,Glycine soja,native,N,herbaceous,valley_flatland
Asteraceae,Ligularia fischeri,native,N,herbaceous,valley_flatland
Rubiaceae,Galium dahuricum,native,N,herbaceous,valley_flatland
Plagiogyriaceae,Plagiogyria euphlebia,native,N,herbaceous,ridge_summit
Polygonaceae,Polygonum dissitiflorum,native,N,herbaceous,valley_flatland
Ranunculaceae,Thalictrum filamentosum,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum nigrum var. japonicum,native,N,herbaceous,ridge_summit
Asteraceae,Aster ageratoides,native,N,herbaceous,ridge_summit
Liliaceae,Hosta minor,native,N,herbaceous,upper_slope
Apiaceae,Oenanthe javanica,native,N,herbaceous,upper_slope
Poaceae,Melica onoei,native,N,herbaceous,ridge_summit
Asteraceae,Eupatorium rugosum,exotic,Y,herbaceous,lower_slope
Clusiaceae,Hypericum erectum,native,N,herbaceous,ridge_summit
Dryopteridaceae,Dryopteris crassirhizoma,native,N,herbaceous,upper_slope
Liliaceae,Paris verticillata,native,N,herbaceous,ridge_summit
Brassicaceae,Capsella bursa-pastoris,native,N,herbaceous,ridge_summit
Balsaminaceae,Impatiens textori,native,N,herbaceous,ridge_summit
Asteraceae,Cacalia auriculata var. matsumurana,native,N,herbaceous,ridge_summit
Violaceae,Viola rossii,native,N,herbaceous,ridge_summit
Asteraceae,Synurus deltoides,native,N,herbaceous,lower_slope
Juncaceae,Juncus effusus var. decipiens,native,N,herbaceous,lower_slope
Scrophulariaceae,Pedicularis resupinata,native,N,herbaceous,lower_slope
Asteraceae,Parasenecio firmus,native,N,herbaceous,lower_slope
Poaceae,Pennisetum alopecuroides,native,N,herbaceous,lower_slope
Solanaceae,Solanum nigrum,exotic,N,herbaceous,lower_slope
Apiaceae,Heracleum moellendorffii,native,N,herbaceous,lower_slope
Fumariaceae,Corydalis ochotensis,native,N,herbaceous,lower_slope
Caryophyllaceae,Stellaria media,exotic,N,herbaceous,lower_slope
Asteraceae,Galinsoga parviflora,exotic,N,herbaceous,lower_slope
Fumariaceae,Corydalis pallida,native,N,herbaceous,upper_slope
Poaceae,Beckmannia syzigachne,native,N,herbaceous,upper_slope
Asteraceae,Galinsoga quadriradiata,exotic,N,herbaceous,upper_slope
Asteraceae,Artemisia capillaris,native,N,herbaceous,upper_slope
Asteraceae,Carduus crispus,exotic,N,herbaceous,upper_slope
Brassicaceae,Rorippa indica,native,N,herbaceous,ridge_summit
Asteraceae,Ambrosia artemisiifolia,exotic,Y,herbaceous,ridge_summit
Polygonaceae,Polygonum longisetum,native,N,herbaceous,ridge_summit
Apocynaceae,Cynanchum ascyrifolium,native,N,herbaceous,ridge_summit
Liliaceae,Lilium concolor var. pulchellum,native,N,herbaceous,ridge_summit
Asteraceae,Eupatorium rugosum,exotic,Y,herbaceous,ridge_summit
Fabaceae,Trifolium repens,exotic,N,herbaceous,upper_slope
Rubiaceae,Galium kamtschaticum,native,N,herbaceous,upper_slope
Campanulaceae,Adenophora remotiflora,native,N,herbaceous,valley_flatland
Liliaceae,Erythronium japonicum,native,N,herbaceous,valley_flatland
Lamiaceae,Phlomis umbrosa,native,N,herbaceous,upper_slope
Poaceae,Bromus remotiflorus,native,N,herbaceous,valley_flatland
Cyperaceae,Carex japonica,native,N,herbaceous,valley_flatland
Cucurbitaceae,Trichosanthes kirilowii,native,N,herbaceous,lower_slope
Brassicaceae,Sisymbrium luteum,native,N,herbaceous,upper_slope
Ranunculaceae,Cimicifuga dahurica,native,N,herbaceous,lower_slope
Poaceae,Bromus remotiflorus,native,N,herbaceous,upper_slope
Polygonaceae,Rumex crispus,exotic,N,herbaceous,valley_flatland
Asteraceae,Taraxacum officinale,exotic,N,herbaceous,valley_flatland
Asteraceae,Dendranthema indicum,native,N,herbaceous,valley_flatland
Asteraceae,Artemisia annua,native,N,herbaceous,upper_slope
Asteraceae,Senecio vulgaris,exotic,N,herbaceous,valley_flatland
Brassicaceae,Lepidium apetalum,exotic,N,herbaceous,valley_flatland
Lamiaceae,Prunella asiatica,native,N,herbaceous,upper_slope
Clusiaceae,Hypericum ascyron,native,N,herbaceous,valley_flatland
Dennstaedtiaceae,Sphenomeris chinensis,native,N,herbaceous,upper_slope
Crassulaceae,Sedum polytrichoides,native,N,herbaceous,ridge_summit
Poaceae,Calamagrostis langsdorffii,native,N,herbaceous,valley_flatland
Asteraceae,Aster koraiensis,native,N,herbaceous,lower_slope
Cucurbitaceae,Sicyos angulatus,exotic,Y,herbaceous,upper_slope
Brassicaceae,Arabis glabra,native,N,herbaceous,upper_slope
Equisetaceae,Equisetum arvense,native,N,herbaceous,ridge_summit
Polygonaceae,Polygonum sagittatum,native,N,herbaceous,ridge_summit
Poaceae,Dactylis glomerata,exotic,N,herbaceous,ridge_summit
Plantaginaceae,Plantago asiatica,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia japonica,native,N,herbaceous,ridge_summit
Asteraceae,Ixeris polycephala,native,N,herbaceous,ridge_summit
Poaceae,Bromus rigidus,exotic,N,herbaceous,ridge_summit
Rosaceae,Potentilla anemonifolia,native,N,herbaceous,ridge_summit
Poaceae,Bromus rigidus,exotic,N,herbaceous,upper_slope
Apiaceae,Torilis japonica,native,N,herbaceous,upper_slope
Asteraceae,Cirsium pendulum,native,N,herbaceous,upper_slope
Crassulaceae,Sedum middendorffianum,native,N,herbaceous,upper_slope
Poaceae,Bromus canadensis subsp. yezoensis,native,N,herbaceous,upper_slope
Cyperaceae,Carex leiorhyncha,native,N,herbaceous,upper_slope
Rosaceae,Geum aleppicum,native,N,herbaceous,upper_slope
Rosaceae,Potentilla chinensis,native,N,herbaceous,upper_slope
Woodsiaceae,Woodsia polystichoides,native,N,herbaceous,ridge_summit
Thelypteridaceae,Phegopteris decursive-pinnata,native,N,herbaceous,ridge_summit
Aspleniaceae,Asplenium incisum,native,N,herbaceous,ridge_summit
Pteridaceae,Cheilanthes argentea,native,N,herbaceous,ridge_summit
Asteraceae,Conyza bonariensis,exotic,N,herbaceous,valley_flatland
Asteraceae,Lactuca indica var. laciniata,native,N,herbaceous,valley_flatland
Asteraceae,Aster meyendorffii,native,N,herbaceous,upper_slope
Cucurbitaceae,Sicyos angulatus,exotic,Y,herbaceous,lower_slope
Asteraceae,Bidens pilosa,exotic,N,herbaceous,lower_slope
Poaceae,Sasa japonica,native,N,herbaceous,ridge_summit
Chenopodiaceae,Chenopodium ficifolium,exotic,N,herbaceous,ridge_summit
Asteraceae,Sigesbeckia glabrescens,native,N,herbaceous,upper_slope
Poaceae,Echinochloa crus-galli,native,N,herbaceous,upper_slope
Oxalidaceae,Oxalis corniculata,exotic,N,herbaceous,upper_slope
Solanaceae,Solanum nigrum,exotic,N,herbaceous,upper_slope
Asteraceae,Bidens parviflora,native,N,herbaceous,upper_slope
Liliaceae,Disporum uniflorum,native,N,herbaceous,upper_slope
Urticaceae,Pilea mongolica,native,N,herbaceous,lower_slope
Asteraceae,Sigesbeckia glabrescens,native,N,herbaceous,lower_slope
Liliaceae,Hemerocallis dumortieri,native,N,herbaceous,ridge_summit
Cyperaceae,Carex dispalata,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum stenophyllum,native,N,herbaceous,lower_slope
Brassicaceae,Cardamine leucantha,native,N,herbaceous,lower_slope
Apiaceae,Anthriscus sylvestris,native,N,herbaceous,lower_slope
Onocleaceae,Matteuccia struthiopteris,native,N,herbaceous,lower_slope
Poaceae,Bromus japonicus,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum involucratum,native,N,herbaceous,lower_slope
Asteraceae,Dendranthema zawadskii,native,N,herbaceous,lower_slope
Asteraceae,Aster tataricus,native,N,herbaceous,lower_slope
Lamiaceae,Salvia chanroenica,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum coreanum,native,N,herbaceous,upper_slope
Asteraceae,Echinops setifer,native,N,herbaceous,upper_slope
Lamiaceae,Leonurus macranthus,native,N,herbaceous,lower_slope
Rosaceae,Geum aleppicum,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum coreanum,native,N,herbaceous,lower_slope
Apiaceae,Pimpinella komarovii,native,N,herbaceous,upper_slope
Crassulaceae,Sedum polytrichoides,native,N,herbaceous,lower_slope
Commelinaceae,Commelina coreana,native,N,herbaceous,lower_slope
Dipsacaceae,Scabiosa tschiliensis,native,N,herbaceous,lower_slope
Apocynaceae,Marsdenia tomentosa,native,N,herbaceous,upper_slope
Ranunculaceae,Thalictrum ichangense,native,N,herbaceous,lower_slope
Aspleniaceae,Asplenium ruprechtii,native,N,herbaceous,lower_slope
Euphorbiaceae,Euphorbia pekinensis,native,N,herbaceous,upper_slope
Fabaceae,Vicia nipponica,native,N,herbaceous,upper_slope
Rubiaceae,Galium kinuta,native,N,herbaceous,upper_slope
Solanaceae,Solanum americanum,exotic,N,herbaceous,lower_slope
Chenopodiaceae,Chenopodium album,exotic,N,herbaceous,lower_slope
Asteraceae,Ambrosia trifida,exotic,Y,herbaceous,lower_slope
Apiaceae,Peucedanum insolens,native,N,herbaceous,upper_slope
Euphorbiaceae,Acalypha australis,native,N,herbaceous,lower_slope
Scrophulariaceae,Phtheirospermum japonicum,native,N,herbaceous,lower_slope
Lamiaceae,Elsholtzia ciliata,native,N,herbaceous,upper_slope
Urticaceae,Pilea japonica,native,N,herbaceous,upper_slope
Asteraceae,Saussurea gracilis,native,N,herbaceous,upper_slope
Araliaceae,Aralia cordata var. continentalis,native,N,herbaceous,upper_slope
Juncaceae,Luzula capitata,native,N,herbaceous,lower_slope
Urticaceae,Pilea japonica,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris crassirhizoma,native,N,herbaceous,valley_flatland
Asteraceae,Aster tataricus,native,N,herbaceous,upper_slope
Asteraceae,Cirsium setidens,native,N,herbaceous,upper_slope
Caryophyllaceae,Pseudostellaria heterophylla,native,N,herbaceous,valley_flatland
Ranunculaceae,Aconitum villosum,native,N,herbaceous,upper_slope
Liliaceae,Disporum smilacinum,native,N,herbaceous,NA
Asteraceae,Ainsliaea acerifolia,native,N,herbaceous,NA
Cyperaceae,Carex siderosticta,native,N,herbaceous,NA
Asteraceae,Aster scaber,native,N,herbaceous,NA
Poaceae,Moliniopsis japonica,native,N,herbaceous,ridge_summit
Ranunculaceae,Cimicifuga heracleifolia,native,N,herbaceous,upper_slope
Lamiaceae,Meehania urticifolia,native,N,herbaceous,ridge_summit
Asteraceae,Crassocephalum crepidioides,exotic,N,herbaceous,upper_slope
Liliaceae,Disporum viridescens,native,N,herbaceous,lower_slope
Fumariaceae,Corydalis speciosa,native,N,herbaceous,valley_flatland
Asteraceae,Ligularia jaluensis,native,N,herbaceous,valley_flatland
Saxifragaceae,Astilbe koreana,native,N,herbaceous,valley_flatland
Ranunculaceae,Actaea asiatica,native,N,herbaceous,valley_flatland
Lamiaceae,Lycopus lucidus,native,N,herbaceous,lower_slope
Araceae,Pinellia ternata,native,N,herbaceous,lower_slope
Saxifragaceae,Mukdenia rossii,native,N,herbaceous,valley_flatland
Asteraceae,Solidago virgaurea subsp. asiatica,native,N,herbaceous,valley_flatland
Valerianaceae,Patrinia villosa,native,N,herbaceous,valley_flatland
Liliaceae,Heloniopsis koreana,native,N,herbaceous,valley_flatland
Boraginaceae,Brachybotrys paridiformis,native,N,herbaceous,valley_flatland
Apiaceae,Torilis japonica,native,N,herbaceous,valley_flatland
Cyperaceae,Carex dispalata,native,N,herbaceous,valley_flatland
Fabaceae,Vicia anguste-pinnata,native,N,herbaceous,valley_flatland
Apiaceae,Osmorhiza aristata,native,N,herbaceous,valley_flatland
Apiaceae,Osmorhiza aristata,native,N,herbaceous,lower_slope
Fumariaceae,Corydalis ternata,native,N,herbaceous,lower_slope
Araceae,Arisaema amurense,native,N,herbaceous,lower_slope
Lamiaceae,Lamium album var. barbatum,native,N,herbaceous,lower_slope
Araceae,Arisaema amurense,native,N,herbaceous,upper_slope
Apiaceae,Angelica decursiva,native,N,herbaceous,lower_slope
Apiaceae,Osmorhiza aristata,native,N,herbaceous,ridge_summit
Lamiaceae,Lamium album var. barbatum,native,N,herbaceous,ridge_summit
Dryopteridaceae,Cyrtomium fortunei,native,N,herbaceous,ridge_summit
